sample	dataset	CMS_network	CMS_RFclassifier	CMS_final_network_plus_RFclassifier_in_nonconsensus_samples
PETACC3-0620	petacc3	CMS2	CMS2	CMS2
PETACC3-0225	petacc3	CMS4	CMS4	CMS4
PETACC3-0482	petacc3	CMS4	CMS4	CMS4
PETACC3-0224	petacc3	CMS4	CMS4	CMS4
PETACC3-0184	petacc3	CMS4	CMS4	CMS4
PETACC3-0478	petacc3	CMS2	NOLBL	CMS2
PETACC3-0447	petacc3	CMS2	CMS2	CMS2
PETACC3-0036	petacc3	UNK	NOLBL	NOLBL
PETACC3-0040	petacc3	CMS4	CMS4	CMS4
PETACC3-0039	petacc3	CMS2	CMS2	CMS2
PETACC3-0536	petacc3	CMS3	CMS3	CMS3
PETACC3-0471	petacc3	UNK	NOLBL	NOLBL
PETACC3-0190	petacc3	CMS2	CMS2	CMS2
PETACC3-0189	petacc3	CMS4	CMS4	CMS4
PETACC3-0475	petacc3	CMS4	CMS4	CMS4
PETACC3-0166	petacc3	CMS1	CMS1	CMS1
PETACC3-0479	petacc3	CMS4	CMS4	CMS4
PETACC3-0391	petacc3	CMS4	CMS4	CMS4
PETACC3-0178	petacc3	CMS2	CMS2	CMS2
PETACC3-0303	petacc3	CMS2	CMS2	CMS2
PETACC3-0304	petacc3	CMS2	CMS2	CMS2
PETACC3-0621	petacc3	CMS4	CMS4	CMS4
PETACC3-0649	petacc3	CMS2	CMS2	CMS2
PETACC3-0648	petacc3	CMS3	CMS3	CMS3
PETACC3-0060	petacc3	CMS2	CMS2	CMS2
PETACC3-0574	petacc3	UNK	NOLBL	NOLBL
PETACC3-0580	petacc3	CMS4	CMS4	CMS4
PETACC3-0579	petacc3	CMS2	CMS2	CMS2
PETACC3-0576	petacc3	CMS2	CMS2	CMS2
PETACC3-0581	petacc3	CMS3	CMS3	CMS3
PETACC3-0582	petacc3	CMS2	CMS2	CMS2
PETACC3-0065	petacc3	CMS2	CMS2	CMS2
PETACC3-0623	petacc3	CMS4	CMS4	CMS4
PETACC3-0624	petacc3	UNK	NOLBL	NOLBL
PETACC3-0625	petacc3	UNK	NOLBL	NOLBL
PETACC3-0626	petacc3	UNK	NOLBL	NOLBL
PETACC3-0589	petacc3	CMS1	CMS1	CMS1
PETACC3-0220	petacc3	CMS3	CMS3	CMS3
PETACC3-0186	petacc3	CMS2	CMS2	CMS2
PETACC3-0217	petacc3	CMS4	CMS4	CMS4
PETACC3-0218	petacc3	UNK	NOLBL	NOLBL
PETACC3-0646	petacc3	UNK	NOLBL	NOLBL
PETACC3-0630	petacc3	CMS3	CMS3	CMS3
PETACC3-0629	petacc3	CMS4	CMS4	CMS4
PETACC3-0628	petacc3	CMS2	CMS2	CMS2
PETACC3-0631	petacc3	CMS3	CMS3	CMS3
PETACC3-0352	petacc3	CMS4	CMS4	CMS4
PETACC3-0353	petacc3	CMS2	CMS2	CMS2
PETACC3-0473	petacc3	CMS1	CMS1	CMS1
PETACC3-0472	petacc3	UNK	NOLBL	NOLBL
PETACC3-0465	petacc3	CMS2	CMS2	CMS2
PETACC3-0418	petacc3	CMS2	CMS2	CMS2
PETACC3-0420	petacc3	UNK	NOLBL	NOLBL
PETACC3-0421	petacc3	CMS4	CMS4	CMS4
PETACC3-0422	petacc3	CMS2	CMS2	CMS2
PETACC3-0423	petacc3	CMS4	CMS4	CMS4
PETACC3-0385	petacc3	CMS1	CMS1	CMS1
PETACC3-0386	petacc3	CMS2	CMS2	CMS2
PETACC3-0383	petacc3	CMS2	CMS2	CMS2
PETACC3-0384	petacc3	CMS2	CMS2	CMS2
PETACC3-0665	petacc3	CMS3	CMS3	CMS3
PETACC3-0666	petacc3	CMS2	NOLBL	CMS2
PETACC3-0664	petacc3	CMS4	CMS4	CMS4
PETACC3-0651	petacc3	UNK	CMS4	CMS4
PETACC3-0197	petacc3	CMS3	CMS3	CMS3
PETACC3-0198	petacc3	CMS4	CMS4	CMS4
PETACC3-0635	petacc3	CMS2	CMS2	CMS2
PETACC3-0636	petacc3	CMS2	CMS2	CMS2
PETACC3-0637	petacc3	CMS2	CMS2	CMS2
PETACC3-0633	petacc3	CMS4	CMS4	CMS4
PETACC3-0634	petacc3	CMS2	CMS2	CMS2
PETACC3-0215	petacc3	CMS1	CMS1	CMS1
PETACC3-0199	petacc3	CMS2	CMS2	CMS2
PETACC3-0360	petacc3	CMS2	CMS2	CMS2
PETACC3-0357	petacc3	CMS2	CMS2	CMS2
PETACC3-0358	petacc3	CMS1	CMS1	CMS1
PETACC3-0359	petacc3	UNK	NOLBL	NOLBL
PETACC3-0606	petacc3	CMS4	CMS4	CMS4
PETACC3-0653	petacc3	UNK	NOLBL	NOLBL
PETACC3-0063	petacc3	CMS4	CMS4	CMS4
PETACC3-0251	petacc3	CMS2	CMS2	CMS2
PETACC3-0412	petacc3	UNK	NOLBL	NOLBL
PETACC3-0413	petacc3	CMS2	CMS2	CMS2
PETACC3-0414	petacc3	CMS2	CMS2	CMS2
PETACC3-0415	petacc3	UNK	NOLBL	NOLBL
PETACC3-0416	petacc3	CMS2	CMS2	CMS2
PETACC3-0417	petacc3	CMS1	CMS1	CMS1
PETACC3-0223	petacc3	CMS2	CMS2	CMS2
PETACC3-0203	petacc3	CMS4	CMS4	CMS4
PETACC3-0322	petacc3	CMS4	CMS4	CMS4
PETACC3-0317	petacc3	UNK	NOLBL	NOLBL
PETACC3-0316	petacc3	CMS2	CMS2	CMS2
PETACC3-0314	petacc3	CMS3	CMS3	CMS3
PETACC3-0313	petacc3	UNK	NOLBL	NOLBL
PETACC3-0311	petacc3	CMS4	CMS4	CMS4
PETACC3-0310	petacc3	CMS1	CMS1	CMS1
PETACC3-0427	petacc3	CMS2	CMS2	CMS2
PETACC3-0428	petacc3	CMS2	CMS2	CMS2
PETACC3-0566	petacc3	UNK	NOLBL	NOLBL
PETACC3-0556	petacc3	CMS2	CMS2	CMS2
PETACC3-0568	petacc3	UNK	NOLBL	NOLBL
PETACC3-0564	petacc3	CMS2	CMS2	CMS2
PETACC3-0559	petacc3	UNK	NOLBL	NOLBL
PETACC3-0338	petacc3	CMS2	CMS2	CMS2
PETACC3-0340	petacc3	CMS4	CMS4	CMS4
PETACC3-0339	petacc3	CMS4	CMS4	CMS4
PETACC3-0341	petacc3	UNK	NOLBL	NOLBL
PETACC3-0461	petacc3	UNK	NOLBL	NOLBL
PETACC3-0460	petacc3	UNK	NOLBL	NOLBL
PETACC3-0044	petacc3	UNK	NOLBL	NOLBL
PETACC3-0045	petacc3	CMS2	CMS2	CMS2
PETACC3-0046	petacc3	CMS4	CMS4	CMS4
PETACC3-0430	petacc3	CMS2	CMS2	CMS2
PETACC3-0432	petacc3	UNK	NOLBL	NOLBL
PETACC3-0431	petacc3	UNK	CMS2	CMS2
PETACC3-0429	petacc3	CMS4	CMS4	CMS4
PETACC3-0426	petacc3	CMS2	CMS2	CMS2
PETACC3-0425	petacc3	CMS1	CMS1	CMS1
GSM877126	gse35896	CMS3	CMS3	CMS3
GSM877127	gse35896	CMS1	CMS1	CMS1
GSM877128	gse35896	CMS3	CMS3	CMS3
GSM877129	gse35896	CMS3	CMS3	CMS3
GSM877130	gse35896	CMS4	CMS4	CMS4
GSM877131	gse35896	CMS1	CMS1	CMS1
GSM877132	gse35896	CMS4	CMS4	CMS4
GSM877133	gse35896	UNK	CMS3	CMS3
GSM877134	gse35896	CMS2	CMS2	CMS2
GSM877135	gse35896	CMS2	CMS2	CMS2
GSM877136	gse35896	CMS2	CMS2	CMS2
GSM877137	gse35896	CMS2	CMS2	CMS2
GSM877138	gse35896	CMS1	CMS1	CMS1
GSM877139	gse35896	CMS2	CMS2	CMS2
GSM877140	gse35896	CMS1	CMS1	CMS1
GSM877141	gse35896	UNK	NOLBL	NOLBL
GSM877142	gse35896	CMS4	CMS4	CMS4
GSM877143	gse35896	UNK	CMS2	CMS2
GSM877144	gse35896	CMS1	CMS1	CMS1
GSM877145	gse35896	CMS4	CMS4	CMS4
GSM877146	gse35896	UNK	NOLBL	NOLBL
GSM877147	gse35896	CMS1	CMS1	CMS1
GSM877148	gse35896	UNK	CMS4	CMS4
GSM877149	gse35896	CMS2	CMS2	CMS2
GSM877150	gse35896	CMS2	CMS2	CMS2
GSM877151	gse35896	CMS4	CMS4	CMS4
GSM877152	gse35896	UNK	CMS4	CMS4
GSM877153	gse35896	CMS1	CMS1	CMS1
GSM877154	gse35896	CMS4	CMS4	CMS4
GSM877155	gse35896	CMS4	CMS4	CMS4
GSM877156	gse35896	CMS4	CMS4	CMS4
GSM877157	gse35896	CMS2	CMS2	CMS2
GSM877158	gse35896	CMS4	CMS4	CMS4
GSM877159	gse35896	CMS1	CMS1	CMS1
GSM877160	gse35896	CMS2	CMS2	CMS2
GSM877161	gse35896	CMS2	CMS2	CMS2
GSM877162	gse35896	UNK	CMS1	CMS1
GSM877163	gse35896	CMS2	CMS2	CMS2
GSM877164	gse35896	CMS3	CMS3	CMS3
GSM877165	gse35896	CMS4	CMS4	CMS4
GSM877166	gse35896	CMS2	CMS2	CMS2
GSM877167	gse35896	CMS4	CMS4	CMS4
GSM877168	gse35896	CMS4	CMS4	CMS4
GSM877169	gse35896	CMS2	CMS2	CMS2
GSM877170	gse35896	UNK	NOLBL	NOLBL
GSM877171	gse35896	CMS3	CMS3	CMS3
GSM877173	gse35896	CMS4	CMS4	CMS4
GSM877174	gse35896	CMS3	CMS3	CMS3
GSM877175	gse35896	CMS2	CMS2	CMS2
GSM877176	gse35896	CMS4	CMS4	CMS4
GSM877177	gse35896	CMS2	CMS2	CMS2
GSM877178	gse35896	CMS3	CMS3	CMS3
GSM877179	gse35896	UNK	CMS4	CMS4
GSM877180	gse35896	CMS4	CMS4	CMS4
GSM877181	gse35896	CMS4	CMS4	CMS4
GSM877182	gse35896	UNK	NOLBL	NOLBL
GSM877183	gse35896	CMS1	CMS1	CMS1
GSM877184	gse35896	CMS2	CMS2	CMS2
GSM877185	gse35896	CMS4	CMS4	CMS4
GSM877186	gse35896	UNK	NOLBL	NOLBL
GSM877187	gse35896	CMS4	CMS4	CMS4
GSM877188	gse35896	CMS2	CMS2	CMS2
GSM102429	gse2109	CMS4	CMS4	CMS4
GSM102431	gse2109	CMS2	CMS2	CMS2
GSM102436	gse2109	CMS4	CMS4	CMS4
GSM102460	gse2109	CMS4	CMS4	CMS4
GSM102472	gse2109	CMS2	CMS2	CMS2
GSM102485	gse2109	CMS4	CMS4	CMS4
GSM102493	gse2109	CMS1	CMS1	CMS1
GSM102497	gse2109	UNK	NOLBL	NOLBL
GSM102501	gse2109	CMS3	CMS3	CMS3
GSM102513	gse2109	CMS2	CMS2	CMS2
GSM102516	gse2109	CMS4	CMS4	CMS4
GSM102518	gse2109	CMS1	CMS1	CMS1
GSM102519	gse2109	CMS3	CMS3	CMS3
GSM102521	gse2109	CMS4	CMS4	CMS4
GSM102524	gse2109	UNK	CMS3	CMS3
GSM102533	gse2109	CMS3	CMS3	CMS3
GSM102540	gse2109	CMS1	CMS1	CMS1
GSM102549	gse2109	CMS3	CMS3	CMS3
GSM102550	gse2109	CMS1	CMS1	CMS1
GSM102551	gse2109	CMS1	CMS1	CMS1
GSM102559	gse2109	CMS2	CMS2	CMS2
GSM102561	gse2109	CMS1	CMS1	CMS1
GSM102568	gse2109	UNK	NOLBL	NOLBL
GSM102572	gse2109	UNK	NOLBL	NOLBL
GSM102574	gse2109	CMS1	CMS1	CMS1
GSM102577	gse2109	CMS1	CMS1	CMS1
GSM102579	gse2109	CMS1	CMS1	CMS1
GSM102581	gse2109	CMS4	CMS4	CMS4
GSM117635	gse2109	CMS2	CMS2	CMS2
GSM117642	gse2109	CMS2	CMS2	CMS2
GSM117649	gse2109	CMS4	CMS4	CMS4
GSM117656	gse2109	CMS2	CMS2	CMS2
GSM117662	gse2109	UNK	CMS2	CMS2
GSM117664	gse2109	CMS1	CMS1	CMS1
GSM117672	gse2109	CMS3	CMS3	CMS3
GSM117673	gse2109	CMS2	CMS2	CMS2
GSM117676	gse2109	UNK	NOLBL	NOLBL
GSM117678	gse2109	CMS1	CMS1	CMS1
GSM117681	gse2109	CMS1	CMS1	CMS1
GSM117709	gse2109	UNK	NOLBL	NOLBL
GSM117720	gse2109	CMS2	CMS2	CMS2
GSM117728	gse2109	UNK	CMS3	CMS3
GSM117738	gse2109	UNK	NOLBL	NOLBL
GSM117742	gse2109	UNK	CMS3	CMS3
GSM117746	gse2109	CMS1	CMS1	CMS1
GSM117747	gse2109	CMS1	CMS1	CMS1
GSM117752	gse2109	CMS3	CMS3	CMS3
GSM117760	gse2109	CMS4	CMS4	CMS4
GSM117775	gse2109	CMS2	CMS2	CMS2
GSM137922	gse2109	CMS3	CMS3	CMS3
GSM137926	gse2109	CMS4	CMS4	CMS4
GSM137929	gse2109	UNK	NOLBL	NOLBL
GSM137942	gse2109	CMS4	NOLBL	CMS4
GSM137947	gse2109	CMS2	CMS2	CMS2
GSM137949	gse2109	CMS3	CMS3	CMS3
GSM137967	gse2109	CMS1	CMS1	CMS1
GSM137972	gse2109	CMS3	CMS3	CMS3
GSM137993	gse2109	UNK	NOLBL	NOLBL
GSM137997	gse2109	CMS4	NOLBL	CMS4
GSM137998	gse2109	CMS3	CMS3	CMS3
GSM138005	gse2109	CMS4	CMS4	CMS4
GSM138007	gse2109	CMS2	CMS2	CMS2
GSM138015	gse2109	CMS4	CMS4	CMS4
GSM138018	gse2109	CMS2	CMS2	CMS2
GSM138022	gse2109	CMS2	CMS2	CMS2
GSM138032	gse2109	UNK	CMS2	CMS2
GSM138036	gse2109	CMS2	CMS2	CMS2
GSM138037	gse2109	CMS1	CMS1	CMS1
GSM138042	gse2109	CMS4	CMS4	CMS4
GSM138044	gse2109	UNK	CMS2	CMS2
GSM138048	gse2109	CMS1	CMS1	CMS1
GSM138050	gse2109	CMS3	CMS3	CMS3
GSM138052	gse2109	UNK	NOLBL	NOLBL
GSM152573	gse2109	UNK	NOLBL	NOLBL
GSM152579	gse2109	CMS4	NOLBL	CMS4
GSM152582	gse2109	CMS4	CMS4	CMS4
GSM152591	gse2109	CMS1	CMS1	CMS1
GSM152602	gse2109	CMS2	CMS2	CMS2
GSM152610	gse2109	CMS4	CMS4	CMS4
GSM152613	gse2109	CMS4	CMS4	CMS4
GSM152614	gse2109	CMS2	CMS2	CMS2
GSM152632	gse2109	UNK	CMS3	CMS3
GSM152638	gse2109	CMS4	CMS4	CMS4
GSM152658	gse2109	CMS2	CMS2	CMS2
GSM152664	gse2109	CMS2	CMS2	CMS2
GSM152666	gse2109	CMS2	CMS2	CMS2
GSM152684	gse2109	CMS4	CMS4	CMS4
GSM152692	gse2109	CMS2	CMS2	CMS2
GSM152695	gse2109	CMS3	CMS3	CMS3
GSM152714	gse2109	UNK	NOLBL	NOLBL
GSM152720	gse2109	CMS1	CMS1	CMS1
GSM152725	gse2109	CMS2	CMS2	CMS2
GSM152730	gse2109	CMS4	CMS4	CMS4
GSM152762	gse2109	CMS3	CMS3	CMS3
GSM152780	gse2109	CMS2	CMS2	CMS2
GSM152790	gse2109	CMS2	CMS2	CMS2
GSM152799	gse2109	CMS2	CMS2	CMS2
GSM179778	gse2109	CMS4	CMS4	CMS4
GSM179793	gse2109	UNK	CMS4	CMS4
GSM179795	gse2109	CMS3	CMS3	CMS3
GSM179803	gse2109	CMS4	CMS4	CMS4
GSM179804	gse2109	CMS2	CMS2	CMS2
GSM179805	gse2109	CMS1	CMS1	CMS1
GSM179816	gse2109	UNK	CMS1	CMS1
GSM179820	gse2109	UNK	CMS3	CMS3
GSM179831	gse2109	UNK	CMS3	CMS3
GSM179838	gse2109	CMS2	CMS2	CMS2
GSM179839	gse2109	CMS2	CMS2	CMS2
GSM179844	gse2109	UNK	NOLBL	NOLBL
GSM179859	gse2109	UNK	NOLBL	NOLBL
GSM179860	gse2109	CMS2	CMS2	CMS2
GSM179867	gse2109	CMS2	CMS2	CMS2
GSM179868	gse2109	CMS4	CMS4	CMS4
GSM179880	gse2109	CMS4	CMS4	CMS4
GSM179882	gse2109	CMS2	CMS2	CMS2
GSM179887	gse2109	CMS2	CMS2	CMS2
GSM179888	gse2109	CMS1	CMS1	CMS1
GSM179889	gse2109	CMS2	CMS2	CMS2
GSM179897	gse2109	CMS2	CMS2	CMS2
GSM179899	gse2109	CMS2	CMS2	CMS2
GSM179908	gse2109	CMS4	CMS4	CMS4
GSM179913	gse2109	CMS4	CMS4	CMS4
GSM179922	gse2109	CMS4	CMS4	CMS4
GSM179924	gse2109	CMS4	CMS4	CMS4
GSM179925	gse2109	UNK	CMS2	CMS2
GSM179928	gse2109	CMS4	CMS4	CMS4
GSM179930	gse2109	UNK	CMS4	CMS4
GSM179937	gse2109	CMS2	CMS2	CMS2
GSM179948	gse2109	CMS2	CMS2	CMS2
GSM203625	gse2109	CMS4	CMS4	CMS4
GSM203627	gse2109	UNK	CMS3	CMS3
GSM203640	gse2109	CMS2	CMS2	CMS2
GSM203642	gse2109	CMS4	CMS4	CMS4
GSM203645	gse2109	CMS2	CMS2	CMS2
GSM203653	gse2109	CMS4	CMS4	CMS4
GSM203657	gse2109	CMS2	CMS2	CMS2
GSM203667	gse2109	CMS2	NOLBL	CMS2
GSM203673	gse2109	CMS1	CMS1	CMS1
GSM203674	gse2109	CMS4	NOLBL	CMS4
GSM203684	gse2109	CMS4	CMS4	CMS4
GSM203687	gse2109	CMS3	CMS3	CMS3
GSM203688	gse2109	CMS4	CMS4	CMS4
GSM203691	gse2109	CMS2	CMS2	CMS2
GSM203700	gse2109	CMS1	CMS1	CMS1
GSM203702	gse2109	CMS4	CMS4	CMS4
GSM203705	gse2109	CMS4	CMS4	CMS4
GSM203723	gse2109	CMS2	NOLBL	CMS2
GSM203724	gse2109	CMS4	CMS4	CMS4
GSM203728	gse2109	CMS4	CMS4	CMS4
GSM203731	gse2109	CMS2	CMS2	CMS2
GSM203733	gse2109	CMS2	CMS2	CMS2
GSM203743	gse2109	CMS4	CMS4	CMS4
GSM203755	gse2109	CMS1	CMS1	CMS1
GSM203763	gse2109	CMS4	CMS4	CMS4
GSM203782	gse2109	CMS1	CMS1	CMS1
GSM203800	gse2109	CMS2	CMS2	CMS2
GSM231868	gse2109	UNK	NOLBL	NOLBL
GSM231875	gse2109	CMS4	CMS4	CMS4
GSM231879	gse2109	CMS2	CMS2	CMS2
GSM231904	gse2109	CMS2	CMS2	CMS2
GSM231905	gse2109	CMS1	CMS1	CMS1
GSM231908	gse2109	CMS4	CMS4	CMS4
GSM231915	gse2109	CMS2	CMS2	CMS2
GSM231921	gse2109	CMS1	CMS1	CMS1
GSM231928	gse2109	CMS1	CMS1	CMS1
GSM231936	gse2109	CMS4	CMS4	CMS4
GSM231939	gse2109	CMS4	CMS4	CMS4
GSM231953	gse2109	CMS3	NOLBL	CMS3
GSM231955	gse2109	CMS4	CMS4	CMS4
GSM231956	gse2109	CMS1	CMS1	CMS1
GSM231958	gse2109	UNK	CMS2	CMS2
GSM231959	gse2109	CMS2	CMS2	CMS2
GSM231961	gse2109	CMS1	CMS1	CMS1
GSM231964	gse2109	UNK	NOLBL	NOLBL
GSM231971	gse2109	CMS2	CMS2	CMS2
GSM231988	gse2109	CMS1	CMS1	CMS1
GSM277680	gse2109	CMS1	CMS1	CMS1
GSM277689	gse2109	CMS2	CMS2	CMS2
GSM277690	gse2109	CMS2	CMS2	CMS2
GSM277728	gse2109	CMS1	CMS1	CMS1
GSM277731	gse2109	CMS1	CMS1	CMS1
GSM301656	gse2109	CMS1	CMS1	CMS1
GSM325805	gse2109	CMS4	CMS4	CMS4
GSM325806	gse2109	CMS2	CMS2	CMS2
GSM325829	gse2109	CMS4	CMS4	CMS4
GSM325840	gse2109	CMS4	CMS4	CMS4
GSM325841	gse2109	UNK	NOLBL	NOLBL
GSM353883	gse2109	CMS4	CMS4	CMS4
GSM353890	gse2109	CMS2	CMS2	CMS2
GSM353895	gse2109	CMS4	CMS4	CMS4
GSM353900	gse2109	CMS1	NOLBL	CMS1
GSM353901	gse2109	CMS2	CMS2	CMS2
GSM353939	gse2109	CMS4	CMS4	CMS4
GSM38055	gse2109	CMS4	CMS4	CMS4
GSM38061	gse2109	CMS4	CMS4	CMS4
GSM38074	gse2109	UNK	NOLBL	NOLBL
GSM38075	gse2109	CMS2	CMS4	CMS2
GSM38077	gse2109	CMS2	CMS2	CMS2
GSM38078	gse2109	CMS4	CMS4	CMS4
GSM38089	gse2109	CMS4	CMS4	CMS4
GSM38098	gse2109	CMS4	CMS4	CMS4
GSM38105	gse2109	UNK	NOLBL	NOLBL
GSM38107	gse2109	UNK	NOLBL	NOLBL
GSM46823	gse2109	CMS4	CMS4	CMS4
GSM46832	gse2109	CMS3	CMS3	CMS3
GSM46841	gse2109	CMS4	CMS4	CMS4
GSM46845	gse2109	UNK	NOLBL	NOLBL
GSM46857	gse2109	CMS1	CMS1	CMS1
GSM46861	gse2109	CMS4	CMS4	CMS4
GSM46864	gse2109	CMS3	CMS3	CMS3
GSM46865	gse2109	CMS2	CMS2	CMS2
GSM46877	gse2109	CMS4	CMS4	CMS4
GSM46878	gse2109	CMS1	CMS1	CMS1
GSM46887	gse2109	UNK	CMS4	CMS4
GSM46895	gse2109	CMS4	CMS4	CMS4
GSM46899	gse2109	UNK	NOLBL	NOLBL
GSM46915	gse2109	CMS4	CMS4	CMS4
GSM46921	gse2109	CMS1	CMS1	CMS1
GSM46924	gse2109	CMS3	CMS3	CMS3
GSM46930	gse2109	CMS2	CMS2	CMS2
GSM46931	gse2109	UNK	CMS2	CMS2
GSM46940	gse2109	CMS2	CMS2	CMS2
GSM46956	gse2109	CMS2	CMS2	CMS2
GSM46967	gse2109	UNK	NOLBL	NOLBL
GSM53045	gse2109	CMS3	NOLBL	CMS3
GSM53047	gse2109	CMS1	CMS1	CMS1
GSM53051	gse2109	CMS4	CMS4	CMS4
GSM53055	gse2109	CMS2	CMS2	CMS2
GSM53070	gse2109	CMS1	CMS1	CMS1
GSM53073	gse2109	CMS4	CMS4	CMS4
GSM53083	gse2109	CMS1	CMS1	CMS1
GSM53106	gse2109	CMS1	CMS1	CMS1
GSM53111	gse2109	CMS1	CMS1	CMS1
GSM53113	gse2109	CMS2	CMS2	CMS2
GSM53126	gse2109	UNK	CMS4	CMS4
GSM53135	gse2109	UNK	NOLBL	NOLBL
GSM53142	gse2109	CMS4	CMS4	CMS4
GSM53146	gse2109	CMS4	CMS4	CMS4
GSM53148	gse2109	CMS3	CMS3	CMS3
GSM53153	gse2109	UNK	CMS3	CMS3
GSM53156	gse2109	CMS2	CMS2	CMS2
GSM53169	gse2109	UNK	CMS2	CMS2
GSM53178	gse2109	UNK	NOLBL	NOLBL
GSM76490	gse2109	CMS4	CMS4	CMS4
GSM76501	gse2109	CMS2	CMS2	CMS2
GSM76512	gse2109	UNK	NOLBL	NOLBL
GSM76519	gse2109	CMS2	CMS2	CMS2
GSM76520	gse2109	CMS1	CMS1	CMS1
GSM76522	gse2109	CMS3	CMS3	CMS3
GSM76524	gse2109	UNK	CMS4	CMS4
GSM76526	gse2109	CMS3	CMS3	CMS3
GSM76529	gse2109	CMS3	CMS3	CMS3
GSM76530	gse2109	CMS1	CMS1	CMS1
GSM76531	gse2109	CMS4	CMS4	CMS4
GSM76548	gse2109	CMS1	CMS1	CMS1
GSM76555	gse2109	UNK	NOLBL	NOLBL
GSM76573	gse2109	CMS2	CMS2	CMS2
GSM76576	gse2109	CMS2	CMS2	CMS2
GSM76583	gse2109	CMS2	NOLBL	CMS2
GSM76598	gse2109	CMS3	CMS3	CMS3
GSM76605	gse2109	CMS2	CMS2	CMS2
GSM76607	gse2109	CMS3	CMS3	CMS3
GSM76608	gse2109	CMS1	CMS1	CMS1
GSM76610	gse2109	CMS1	CMS1	CMS1
GSM76611	gse2109	CMS1	CMS1	CMS1
GSM76615	gse2109	CMS4	CMS4	CMS4
GSM76617	gse2109	UNK	NOLBL	NOLBL
GSM76618	gse2109	CMS2	CMS2	CMS2
GSM76629	gse2109	CMS2	CMS2	CMS2
GSM76639	gse2109	CMS4	CMS4	CMS4
GSM88945	gse2109	CMS2	CMS2	CMS2
GSM88963	gse2109	CMS2	CMS2	CMS2
GSM88965	gse2109	CMS4	CMS4	CMS4
GSM88968	gse2109	CMS2	CMS2	CMS2
GSM88994	gse2109	CMS2	CMS2	CMS2
GSM88999	gse2109	CMS2	CMS2	CMS2
GSM89002	gse2109	CMS4	CMS4	CMS4
GSM89004	gse2109	CMS2	CMS2	CMS2
GSM89007	gse2109	CMS2	CMS2	CMS2
GSM89026	gse2109	CMS2	CMS2	CMS2
GSM89037	gse2109	CMS2	CMS2	CMS2
GSM89040	gse2109	CMS4	CMS4	CMS4
GSM89044	gse2109	CMS4	CMS4	CMS4
GSM89047	gse2109	CMS2	CMS2	CMS2
GSM89049	gse2109	CMS2	CMS2	CMS2
GSM89052	gse2109	CMS3	CMS3	CMS3
GSM89053	gse2109	UNK	CMS1	CMS1
GSM89061	gse2109	CMS2	CMS2	CMS2
GSM89062	gse2109	CMS2	CMS2	CMS2
GSM89069	gse2109	CMS2	CMS2	CMS2
GSM89090	gse2109	CMS2	CMS2	CMS2
GSM89098	gse2109	CMS2	CMS2	CMS2
GSM89103	gse2109	CMS4	CMS4	CMS4
GSM327282	gse13067	CMS1	CMS1	CMS1
GSM327283	gse13067	CMS2	CMS2	CMS2
GSM327284	gse13067	CMS2	CMS2	CMS2
GSM327285	gse13067	CMS2	CMS2	CMS2
GSM327286	gse13067	UNK	CMS3	CMS3
GSM327287	gse13067	UNK	NOLBL	NOLBL
GSM327288	gse13067	CMS4	CMS4	CMS4
GSM327289	gse13067	UNK	NOLBL	NOLBL
GSM327290	gse13067	CMS2	CMS2	CMS2
GSM327291	gse13067	UNK	CMS4	CMS4
GSM327292	gse13067	CMS2	CMS2	CMS2
GSM327293	gse13067	UNK	NOLBL	NOLBL
GSM327294	gse13067	CMS2	CMS2	CMS2
GSM327295	gse13067	CMS2	CMS2	CMS2
GSM327296	gse13067	CMS1	CMS1	CMS1
GSM327297	gse13067	CMS4	CMS4	CMS4
GSM327298	gse13067	CMS4	CMS4	CMS4
GSM327299	gse13067	CMS2	CMS2	CMS2
GSM327300	gse13067	UNK	CMS3	CMS3
GSM327301	gse13067	UNK	CMS2	CMS2
GSM327302	gse13067	UNK	NOLBL	NOLBL
GSM327303	gse13067	CMS2	CMS2	CMS2
GSM327304	gse13067	CMS2	CMS2	CMS2
GSM327305	gse13067	UNK	CMS2	CMS2
GSM327306	gse13067	CMS2	CMS2	CMS2
GSM327307	gse13067	UNK	CMS2	CMS2
GSM327308	gse13067	CMS2	CMS2	CMS2
GSM327309	gse13067	CMS1	CMS1	CMS1
GSM327310	gse13067	CMS1	CMS1	CMS1
GSM327311	gse13067	CMS1	CMS1	CMS1
GSM327312	gse13067	CMS3	CMS3	CMS3
GSM327313	gse13067	CMS1	CMS1	CMS1
GSM327314	gse13067	CMS2	CMS2	CMS2
GSM327315	gse13067	UNK	CMS4	CMS4
GSM327316	gse13067	UNK	NOLBL	NOLBL
GSM327317	gse13067	CMS4	CMS4	CMS4
GSM327318	gse13067	CMS2	CMS2	CMS2
GSM327319	gse13067	CMS2	CMS2	CMS2
GSM327320	gse13067	CMS2	CMS2	CMS2
GSM327321	gse13067	UNK	CMS2	CMS2
GSM327322	gse13067	CMS4	CMS4	CMS4
GSM327323	gse13067	CMS2	CMS2	CMS2
GSM327324	gse13067	CMS1	CMS1	CMS1
GSM327325	gse13067	CMS1	CMS1	CMS1
GSM327326	gse13067	CMS2	CMS2	CMS2
GSM327327	gse13067	CMS4	CMS4	CMS4
GSM327328	gse13067	UNK	CMS4	CMS4
GSM327329	gse13067	CMS3	CMS3	CMS3
